date,home_team,away_team,team,scorer,tournament,minute,own_goal,penalty
06-10-2017,Republic of Ireland,Moldova,Republic of Ireland,Daryl Murphy,FIFA World Cup qualification,2,FALSE,FALSE
06-10-2017,Republic of Ireland,Moldova,Republic of Ireland,Daryl Murphy,FIFA World Cup qualification,19,FALSE,FALSE
06-10-2017,Spain,Albania,Spain,Rodrigo,FIFA World Cup qualification,16,FALSE,FALSE
06-10-2017,Spain,Albania,Spain,Isco,FIFA World Cup qualification,24,FALSE,FALSE
06-10-2017,Spain,Albania,Spain,Thiago Alcântara,FIFA World Cup qualification,27,FALSE,FALSE
06-10-2017,Turkey,Iceland,Iceland,Jóhann Berg Guðmundsson,FIFA World Cup qualification,32,FALSE,FALSE
06-10-2017,Turkey,Iceland,Iceland,Birkir Bjarnason,FIFA World Cup qualification,39,FALSE,FALSE
06-10-2017,Turkey,Iceland,Iceland,Kári Árnason,FIFA World Cup qualification,50,FALSE,FALSE
06-10-2017,United States,Panama,United States,Christian Pulisic,FIFA World Cup qualification,8,FALSE,FALSE
06-10-2017,United States,Panama,United States,Jozy Altidore,FIFA World Cup qualification,19,FALSE,FALSE
06-10-2017,United States,Panama,United States,Jozy Altidore,FIFA World Cup qualification,43,FALSE,TRUE
06-10-2017,United States,Panama,United States,Bobby Wood,FIFA World Cup qualification,63,FALSE,FALSE
07-10-2017,Andorra,Portugal,Portugal,Cristiano Ronaldo,FIFA World Cup qualification,63,FALSE,FALSE
07-10-2017,Andorra,Portugal,Portugal,André Silva,FIFA World Cup qualification,86,FALSE,FALSE
07-10-2017,Belarus,Netherlands,Netherlands,Davy Pröpper,FIFA World Cup qualification,25,FALSE,FALSE
07-10-2017,Belarus,Netherlands,Belarus,Maksim Valadzko,FIFA World Cup qualification,55,FALSE,FALSE
07-10-2017,Belarus,Netherlands,Netherlands,Arjen Robben,FIFA World Cup qualification,84,FALSE,TRUE
07-10-2017,Belarus,Netherlands,Netherlands,Memphis Depay,FIFA World Cup qualification,90,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Belgium,Thomas Meunier,FIFA World Cup qualification,4,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Bosnia and Herzegovina,Haris Medunjanin,FIFA World Cup qualification,30,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Bosnia and Herzegovina,Edin Višća,FIFA World Cup qualification,39,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Belgium,Michy Batshuayi,FIFA World Cup qualification,59,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Belgium,Jan Vertonghen,FIFA World Cup qualification,68,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Bosnia and Herzegovina,Dario Đumić,FIFA World Cup qualification,82,FALSE,FALSE
07-10-2017,Bosnia and Herzegovina,Belgium,Belgium,Yannick Carrasco,FIFA World Cup qualification,84,FALSE,FALSE
07-10-2017,Bulgaria,France,France,Blaise Matuidi,FIFA World Cup qualification,3,FALSE,FALSE
07-10-2017,Cameroon,Algeria,Cameroon,Clinton N'Jie,FIFA World Cup qualification,25,FALSE,FALSE
07-10-2017,Cameroon,Algeria,Cameroon,Franck Pangop,FIFA World Cup qualification,88,FALSE,FALSE
07-10-2017,Cape Verde,Senegal,Senegal,Diafra Sakho,FIFA World Cup qualification,82,FALSE,FALSE
07-10-2017,Cape Verde,Senegal,Senegal,Cheikh N'Doye,FIFA World Cup qualification,90,FALSE,FALSE
07-10-2017,Costa Rica,Honduras,Honduras,Eddie Hernández,FIFA World Cup qualification,66,FALSE,FALSE
07-10-2017,Costa Rica,Honduras,Costa Rica,Kendall Waston,FIFA World Cup qualification,90,FALSE,FALSE
07-10-2017,Cyprus,Greece,Cyprus,Pieros Sotiriou,FIFA World Cup qualification,17,FALSE,FALSE
07-10-2017,Cyprus,Greece,Greece,Konstantinos Mitroglou,FIFA World Cup qualification,25,FALSE,FALSE
07-10-2017,Cyprus,Greece,Greece,Alexandros Tziolis,FIFA World Cup qualification,26,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Siim Luts,FIFA World Cup qualification,10,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Mattias Käit,FIFA World Cup qualification,30,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Sergei Zenjov,FIFA World Cup qualification,38,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Joonas Tamm,FIFA World Cup qualification,52,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Joonas Tamm,FIFA World Cup qualification,66,FALSE,FALSE
07-10-2017,Gibraltar,Estonia,Estonia,Joonas Tamm,FIFA World Cup qualification,77,FALSE,FALSE
07-10-2017,Guinea,Tunisia,Guinea,Naby Keïta,FIFA World Cup qualification,36,FALSE,FALSE
07-10-2017,Guinea,Tunisia,Tunisia,Youssef Msakni,FIFA World Cup qualification,45,FALSE,FALSE
07-10-2017,Guinea,Tunisia,Tunisia,Youssef Msakni,FIFA World Cup qualification,74,FALSE,FALSE
07-10-2017,Guinea,Tunisia,Tunisia,Mohamed Amine Ben Amor,FIFA World Cup qualification,83,FALSE,FALSE
07-10-2017,Guinea,Tunisia,Tunisia,Youssef Msakni,FIFA World Cup qualification,90,FALSE,FALSE
07-10-2017,Libya,DR Congo,DR Congo,Cédric Bakambu,FIFA World Cup qualification,50,FALSE,FALSE
07-10-2017,Libya,DR Congo,Libya,Ali Elmusrati,FIFA World Cup qualification,68,FALSE,FALSE
07-10-2017,Libya,DR Congo,DR Congo,Firmin Ndombe Mubele,FIFA World Cup qualification,74,FALSE,FALSE
07-10-2017,Morocco,Gabon,Morocco,Khalid Boutaïb,FIFA World Cup qualification,38,FALSE,FALSE
07-10-2017,Morocco,Gabon,Morocco,Khalid Boutaïb,FIFA World Cup qualification,56,FALSE,FALSE
07-10-2017,Morocco,Gabon,Morocco,Khalid Boutaïb,FIFA World Cup qualification,71,FALSE,FALSE
07-10-2017,Nigeria,Zambia,Nigeria,Alex Iwobi,FIFA World Cup qualification,73,FALSE,FALSE
07-10-2017,South Africa,Burkina Faso,South Africa,Percy Tau,FIFA World Cup qualification,2,FALSE,FALSE
07-10-2017,South Africa,Burkina Faso,South Africa,Themba Zwane,FIFA World Cup qualification,34,FALSE,FALSE
07-10-2017,South Africa,Burkina Faso,South Africa,Sibusiso Vilakazi,FIFA World Cup qualification,45,FALSE,FALSE
07-10-2017,South Africa,Burkina Faso,Burkina Faso,Alain Traoré,FIFA World Cup qualification,86,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Andreas Granqvist,FIFA World Cup qualification,10,FALSE,TRUE
07-10-2017,Sweden,Luxembourg,Sweden,Marcus Berg,FIFA World Cup qualification,18,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Marcus Berg,FIFA World Cup qualification,37,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Marcus Berg,FIFA World Cup qualification,54,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Mikael Lustig,FIFA World Cup qualification,60,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Andreas Granqvist,FIFA World Cup qualification,67,FALSE,TRUE
07-10-2017,Sweden,Luxembourg,Sweden,Marcus Berg,FIFA World Cup qualification,71,FALSE,FALSE
07-10-2017,Sweden,Luxembourg,Sweden,Ola Toivonen,FIFA World Cup qualification,76,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Switzerland,Granit Xhaka,FIFA World Cup qualification,18,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Switzerland,Fabian Frei,FIFA World Cup qualification,20,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Switzerland,Steven Zuber,FIFA World Cup qualification,43,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Switzerland,Steven Zuber,FIFA World Cup qualification,49,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Hungary,Richárd Guzmics,FIFA World Cup qualification,59,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Switzerland,Stephan Lichtsteiner,FIFA World Cup qualification,83,FALSE,FALSE
07-10-2017,Switzerland,Hungary,Hungary,Roland Ugrai,FIFA World Cup qualification,89,FALSE,FALSE
08-10-2017,Czech Republic,San Marino,Czech Republic,Michael Krmenčík,FIFA World Cup qualification,8,FALSE,FALSE
08-10-2017,Czech Republic,San Marino,Czech Republic,Michael Krmenčík,FIFA World Cup qualification,23,FALSE,FALSE
08-10-2017,Czech Republic,San Marino,Czech Republic,Jan Kopic,FIFA World Cup qualification,27,FALSE,FALSE
08-10-2017,Czech Republic,San Marino,Czech Republic,Filip Novák,FIFA World Cup qualification,71,FALSE,FALSE
08-10-2017,Czech Republic,San Marino,Czech Republic,Václav Kadlec,FIFA World Cup qualification,83,FALSE,FALSE
08-10-2017,Denmark,Romania,Denmark,Christian Eriksen,FIFA World Cup qualification,59,FALSE,TRUE
08-10-2017,Denmark,Romania,Romania,Ciprian Deac,FIFA World Cup qualification,88,FALSE,FALSE
08-10-2017,Egypt,Congo,Egypt,Mohamed Salah,FIFA World Cup qualification,62,FALSE,FALSE
08-10-2017,Egypt,Congo,Congo,Arnold Bouka Moutou,FIFA World Cup qualification,87,FALSE,FALSE
08-10-2017,Egypt,Congo,Egypt,Mohamed Salah,FIFA World Cup qualification,90,FALSE,TRUE
08-10-2017,Germany,Azerbaijan,Germany,Leon Goretzka,FIFA World Cup qualification,8,FALSE,FALSE
08-10-2017,Germany,Azerbaijan,Azerbaijan,Ramil Sheydayev,FIFA World Cup qualification,34,FALSE,FALSE
08-10-2017,Germany,Azerbaijan,Germany,Sandro Wagner,FIFA World Cup qualification,54,FALSE,FALSE
08-10-2017,Germany,Azerbaijan,Germany,Antonio Rüdiger,FIFA World Cup qualification,64,FALSE,FALSE
08-10-2017,Germany,Azerbaijan,Germany,Leon Goretzka,FIFA World Cup qualification,66,FALSE,FALSE
08-10-2017,Germany,Azerbaijan,Germany,Emre Can,FIFA World Cup qualification,81,FALSE,FALSE
08-10-2017,Kazakhstan,Armenia,Armenia,Henrikh Mkhitaryan,FIFA World Cup qualification,26,FALSE,FALSE
08-10-2017,Kazakhstan,Armenia,Kazakhstan,Bauyrzhan Turysbek,FIFA World Cup qualification,62,FALSE,FALSE
08-10-2017,Lithuania,England,England,Harry Kane,FIFA World Cup qualification,27,FALSE,TRUE
08-10-2017,Norway,Northern Ireland,Norway,Chris Brunt,FIFA World Cup qualification,71,TRUE,FALSE
08-10-2017,Poland,Montenegro,Poland,Krzysztof Mączyński,FIFA World Cup qualification,6,FALSE,FALSE
08-10-2017,Poland,Montenegro,Poland,Kamil Grosicki,FIFA World Cup qualification,16,FALSE,FALSE
08-10-2017,Poland,Montenegro,Montenegro,Stefan Mugoša,FIFA World Cup qualification,78,FALSE,FALSE
08-10-2017,Poland,Montenegro,Montenegro,Žarko Tomašević,FIFA World Cup qualification,83,FALSE,FALSE
08-10-2017,Poland,Montenegro,Poland,Robert Lewandowski,FIFA World Cup qualification,86,FALSE,FALSE
08-10-2017,Poland,Montenegro,Poland,Filip Stojković,FIFA World Cup qualification,89,TRUE,FALSE
08-10-2017,Slovakia,Malta,Slovakia,Adam Nemec,FIFA World Cup qualification,33,FALSE,FALSE
08-10-2017,Slovakia,Malta,Slovakia,Adam Nemec,FIFA World Cup qualification,62,FALSE,FALSE
08-10-2017,Slovakia,Malta,Slovakia,Ondrej Duda,FIFA World Cup qualification,69,FALSE,FALSE
08-10-2017,Slovenia,Scotland,Scotland,Leigh Griffiths,FIFA World Cup qualification,32,FALSE,FALSE
08-10-2017,Slovenia,Scotland,Slovenia,Roman Bezjak,FIFA World Cup qualification,52,FALSE,FALSE
